Radius,AveragePower
1.170000000000000000e+02,3.517205581551173329e+08
1.180000000000000000e+02,3.543827433394948840e+08
1.190000000000000000e+02,3.577607152505111098e+08
1.200000000000000000e+02,3.577989344347082973e+08
1.210000000000000000e+02,3.573158193719468117e+08
1.220000000000000000e+02,3.527992280876705050e+08
1.230000000000000000e+02,3.576897879147809148e+08
1.240000000000000000e+02,3.520318187738501430e+08
1.250000000000000000e+02,3.558913435083978772e+08
1.260000000000000000e+02,3.562770081949942708e+08
1.270000000000000000e+02,3.561140369360489249e+08
1.280000000000000000e+02,3.560362410278936028e+08
