Radius,AveragePower
1.040000000000000000e+02,3.533420384945859313e+08
1.050000000000000000e+02,3.534471650849868059e+08
1.060000000000000000e+02,3.565035646433683634e+08
1.070000000000000000e+02,3.572948052862732410e+08
1.080000000000000000e+02,3.525042224815099239e+08
1.090000000000000000e+02,3.510937108279004693e+08
1.100000000000000000e+02,3.611483522639749050e+08
1.110000000000000000e+02,3.602920507694378495e+08
1.120000000000000000e+02,3.543855154822586775e+08
1.130000000000000000e+02,3.569398666970213652e+08
1.140000000000000000e+02,3.547511670472649932e+08
1.150000000000000000e+02,3.525771754492614269e+08
1.160000000000000000e+02,3.563483854337453842e+08
1.170000000000000000e+02,3.559879410810110569e+08
1.180000000000000000e+02,3.552319509142910838e+08
1.190000000000000000e+02,3.540163869675778747e+08
1.200000000000000000e+02,3.533816478986701369e+08
1.210000000000000000e+02,3.536187094612329602e+08
1.220000000000000000e+02,3.556840516357569695e+08
1.230000000000000000e+02,3.538323487676452994e+08
1.240000000000000000e+02,3.536688520821288228e+08
1.250000000000000000e+02,3.532310662299239039e+08
1.260000000000000000e+02,3.559922361146619320e+08
1.270000000000000000e+02,3.565699801285329461e+08
1.280000000000000000e+02,3.528831166301955581e+08
